"Choclo", 49.00, 318
"Caqui", 884.36, 118
"Zuccini", 87.31, 516
"Melón", 90.25, 360
"Acelga", 18.55, 1026
"Banana", 68.27, 880
"Lima", 1052.47, 196
"Rabanito", 227.02, 333
"Espárrago", 617.16, 198
"Palta", 466.29, 515
"Naranja", 19.22, 860
"Alcachofa", 145.89, 318
"Palta", 498.87, 540
"Berenjena", 56.43, 600
"Sandía", 44.34, 864
"Ajo", 930.26, 95
"Higo", 2545.49, 89
"Naranja", 17.85, 990
"Banana", 66.46, 1150
"Apio", 61.20, 285
"TomCherry", 532.11, 208
"Sandía", 68.26, 873
"Palta", 1106.13, 352
"Lima", 1077.15, 160
"Kiwi", 438.81, 408
"Rabanito", 224.07, 330
"Frambuesa", 1969.06, 112
"Lima", 1358.98, 170
"Papa", 15.45, 1200
"Alcachofa", 162.13, 342
"Lima", 1401.50, 212
"Kiwi", 439.16, 448
"Palta", 1156.49, 412
"Repollo", 6.63, 686
"Berenjena", 54.31, 648
"Zuccini", 75.18, 546
"Ajo", 900.32, 104
"Ciruela", 931.11, 783
"Kiwi", 417.33, 404
"Apio", 58.45, 357
"Zuccini", 88.44, 636
"Batata", 25.45, 1160
"Durazno", 133.32, 648
"Pomelo", 43.19, 729
"Lechuga", 38.12, 1071
"Pomelo", 46.04, 765
"Lima", 1387.54, 228
"Repollo", 1.99, 567
"Pepino", 40.09, 555
"Durazno", 172.86, 720
"Champignon", 3703.09, 98
"Manzana", 123.61, 1140
"Caqui", 789.26, 84
"Kiwi", 412.61, 364
"TomCherry", 587.50, 212
"Lima", 1046.38, 188
"Frutilla", 310.21, 246
"Ajo", 895.29, 103
"Cereza", 1020.43, 224
"Batata", 28.12, 1190
"Kiwi", 419.63, 368
"Caqui", 830.36, 116
"Higo", 2459.72, 83
"Lima", 1050.63, 228
"Frambuesa", 2045.44, 107
"Zuccini", 80.31, 678
"Batata", 13.00, 1170
"Durazno", 158.43, 808
"Durazno", 146.79, 912
"Ciruela", 986.03, 945
"Morrón", 2951.33, 630
"Tomate", 729.72, 846
"Choclo", 42.25, 273
"Alcachofa", 161.15, 312
"Caqui", 804.44, 102
"Lima", 1062.32, 162
"Brócoli", 361.89, 416
"Banana", 68.99, 1050
"TomCherry", 527.88, 180
"Mandarina", 19.81, 1190
"Apio", 68.59, 276
"Higo", 2519.61, 103
"Ciruela", 880.95, 801
"Rabanito", 244.70, 291
"Champignon", 3605.81, 81
"Berenjena", 56.64, 564
"Tomate", 704.35, 801
"Lima", 1058.94, 212
"Apio", 71.02, 273
"Frutilla", 274.04, 276
"Manzana", 138.76, 1090
"Champignon", 3720.42, 111
"Acelga", 22.26, 918
"Limon", 334.65, 595
"Acelga", 23.76, 882
"Morrón", 2973.28, 720
"Mandarina", 12.67, 810
"Tomate", 748.69, 999
"Palta", 490.39, 600
"Ajo", 879.85, 104
"Frutilla", 324.74, 285
"Cebolla", 70.20, 704
"Higo", 2521.27, 86
"Batata", 19.86, 860
"Naranja", 15.40, 910
"Lima", 1436.38, 172
"Rabanito", 222.10, 360
"Cebolla", 78.12, 688
"Morrón", 2957.68, 678
"Frambuesa", 2117.49, 94
"Palta", 500.48, 490
"Frutilla", 269.61, 327
"Lima", 1212.22, 188
"Berenjena", 54.80, 690
"Acelga", 19.11, 837
"Frutilla", 312.32, 285
"Mandarina", 13.88, 960
"Papa", 17.02, 1140
"Ciruela", 970.88, 882
"Pomelo", 33.90, 891
"Durazno", 148.65, 720
"Durazno", 156.91, 736
"Zuccini", 81.03, 672
"Zuccini", 71.89, 612
"Durazno", 157.95, 800
"Champignon", 3688.70, 107
"Higo", 2529.30, 95
"Kinoto", 25.27, 170
"Brócoli", 354.20, 392
"Papa", 15.73, 1200
"Lima", 1231.06, 184
"Naranja", 16.67, 990
"Melón", 85.68, 348
"TomCherry", 523.36, 180
"Zanahoria", 37.54, 690
"Brócoli", 406.63, 360
"Papa", 12.54, 1020
"Durazno", 171.38, 880
"Pepino", 34.85, 410
"Pomelo", 54.07, 747
"Choclo", 54.49, 246
"Pomelo", 42.26, 720
"Calabaza", 18.67, 824
"Rabanito", 215.28, 267
"Melón", 101.10, 332
"Sandía", 63.91, 765
"Ajo", 922.22, 109
"Banana", 71.94, 910
"TomCherry", 573.91, 200
"Repollo", 8.76, 665
"Kinoto", 23.55, 188
"Caqui", 813.60, 106
"Coliflor", 23.90, 440
"Acelga", 23.27, 1026
"Batata", 18.30, 1080
"Cebolla", 68.57, 784
"Durazno", 199.28, 736
"Mandarina", 23.54, 810
"Calabaza", 17.02, 960
"Caqui", 819.87, 89
"Durazno", 161.31, 912
"Papa", 15.79, 980
"Durazno", 279.86, 712
"Brócoli", 358.43, 368
"Zanahoria", 23.11, 702
"Lima", 1355.79, 162
"Zuccini", 82.05, 534
"Alcachofa", 152.29, 270
"Apio", 58.73, 255
"Alcachofa", 154.87, 318
"Frutilla", 288.90, 318
"Durazno", 184.12, 816
"Lima", 1098.76, 228
"Caqui", 805.08, 101
"Zanahoria", 29.65, 486
"Acelga", 21.22, 828
"Mandarina", 15.40, 990
"Champignon", 3569.44, 119
"Kinoto", 18.53, 218
"Choclo", 57.46, 342
"Uva", 747.77, 270
"Calabaza", 25.84, 728
"Lechuga", 49.68, 837
"Ajo", 918.28, 107
"Limon", 340.84, 728
"Durazno", 256.24, 760
"Durazno", 146.61, 672
"Berenjena", 64.57, 714
"Lima", 1018.19, 218
"Pepino", 36.23, 565
"Durazno", 174.76, 792
"TomCherry", 541.74, 178
"Durazno", 259.08, 896
"Cebolla", 69.32, 920
"Higo", 2536.05, 80
"Ajo", 878.88, 93
"Durazno", 141.12, 656
"Tomate", 665.75, 1026
"Ajo", 890.58, 110
"TomCherry", 546.01, 194
"Melón", 112.02, 324
"Apio", 48.62, 303
"Pera", 135.20, 1200
"Palta", 509.95, 490
"Palta", 491.65, 410
"Berenjena", 53.03, 498
"Durazno", 133.91, 664
"Acelga", 28.96, 1044
"Choclo", 61.03, 246
"Ciruela", 948.93, 720
"Frutilla", 300.93, 282
"Higo", 2546.12, 114
"TomCherry", 518.62, 162
"Pepino", 36.63, 425
"Limon", 334.37, 812
"Apio", 45.07, 330
"Durazno", 154.21, 896
"Batata", 15.98, 1040
"Caqui", 871.15, 82
"Naranja", 10.04, 850
"Pera", 131.12, 870
"Lima", 1236.54, 160
"Durazno", 141.23, 904
"Manzana", 127.40, 1150
"Batata", 13.42, 1170
"Papa", 22.39, 1030
"Kinoto", 31.57, 222
"Naranja", 13.06, 1150
"Champignon", 3548.71, 105
"Lima", 1006.53, 240
"Palta", 523.12, 520
"Calabaza", 19.19, 856
"Frutilla", 288.96, 360
"Sandía", 65.59, 828
"Acelga", 24.04, 909
"Durazno", 277.13, 664
"Champignon", 3578.94, 114
"Tomate", 758.69, 972
"Durazno", 177.93, 656
"Manzana", 128.76, 990
"Frambuesa", 2052.65, 95
"Mandarina", 11.57, 890
"Brócoli", 365.76, 368
"Manzana", 127.12, 820
"Batata", 19.85, 960
"Berenjena", 57.77, 714
"Durazno", 267.28, 896
"Kiwi", 450.33, 412
"Durazno", 252.07, 752
"Sandía", 57.63, 945
"Naranja", 15.26, 960
"Choclo", 60.11, 243
"Apio", 56.81, 330
"Mandarina", 8.41, 970
"Sandía", 58.05, 828
"Apio", 71.13, 291
"Rabanito", 251.46, 351
"Zuccini", 89.29, 564
"Uva", 677.57, 300
"Champignon", 3586.32, 83
"Sandía", 60.90, 909
"Lima", 1272.33, 240
"Banana", 62.23, 1170
"Coliflor", 40.05, 470
"Durazno", 140.41, 944
"Cereza", 1009.50, 180
"Limon", 323.95, 833
"Lima", 1200.98, 172
"Lechuga", 39.10, 1017
"Palta", 1123.49, 356
"Calabaza", 22.28, 752
"TomCherry", 531.39, 166
"Ajo", 924.34, 97
"Durazno", 268.66, 912
"Kinoto", 30.79, 160
"Champignon", 3684.37, 111
"Mandarina", 6.34, 830
"Sandía", 59.75, 837
"Pepino", 37.91, 535
"Espárrago", 607.12, 206
"Kiwi", 443.00, 452
"Uva", 722.77, 246
"Naranja", 16.42, 940
"Palta", 1103.93, 460
"Lima", 1367.57, 212
"Cereza", 1037.35, 232
"Papa", 9.14, 820
"Coliflor", 29.50, 485
"Choclo", 46.85, 273
"Cereza", 968.83, 234
"Durazno", 169.15, 640
"Caqui", 778.75, 117
"Tomate", 776.11, 1080
"Mandarina", 17.61, 1160
"Pera", 136.99, 1060
"Rabanito", 235.56, 354
"Lima", 1060.58, 208
"Frutilla", 291.88, 261
"Lima", 1181.39, 166
"Naranja", 15.04, 830
"Pera", 152.18, 950
"Lechuga", 34.27, 882
"Rabanito", 210.36, 297
"Lechuga", 38.56, 1062
"Frambuesa", 2066.01, 94
"Limon", 321.13, 826
"Higo", 2489.95, 92
"Limon", 342.08, 560
"Durazno", 132.84, 896
"Cebolla", 74.40, 688
"Frutilla", 287.17, 258
"Naranja", 5.36, 1100
"Pera", 137.41, 1050
"Limon", 337.07, 735
"Limon", 287.37, 749
"Durazno", 174.58, 664
"Durazno", 153.18, 840
"Lima", 1354.85, 162
"Acelga", 18.29, 837
"Zuccini", 65.06, 498
"Champignon", 3641.08, 104
"Naranja", 10.59, 1190
"Choclo", 58.41, 324
"Brócoli", 354.92, 388
"Calabaza", 23.52, 840
"Lima", 1205.36, 218
"Morrón", 2957.93, 666
"Calabaza", 21.91, 824
"Tomate", 760.03, 1026
"Morrón", 2923.08, 552
"Ciruela", 933.83, 999
"Espárrago", 602.91, 174
"Palta", 1121.37, 404
"Naranja", 9.66, 950
"Durazno", 294.09, 648
"Ajo", 930.36, 111
"Durazno", 155.70, 656
"Cereza", 1028.73, 206
"Repollo", 4.90, 574
"Higo", 2472.99, 89
"Pomelo", 44.82, 774
"Limon", 310.44, 616
"Calabaza", 26.15, 696
"Apio", 60.63, 294
"Melón", 105.46, 328
"Morrón", 2938.41, 702
"Naranja", 18.94, 1120
"Lima", 1318.19, 222
"Kiwi", 448.44, 368
"Rabanito", 228.61, 339
"Sandía", 41.79, 801
"Uva", 725.25, 279
"Durazno", 156.00, 688
"Brócoli", 327.04, 400
"Champignon", 3596.45, 118
"Alcachofa", 144.16, 264
"Pomelo", 45.03, 882
"Pomelo", 43.75, 729
"Zuccini", 94.96, 528
"Berenjena", 69.14, 564
"Uva", 704.30, 285
"Durazno", 277.08, 696
"Cereza", 1016.76, 214
"Durazno", 256.77, 952
"Frambuesa", 2007.69, 101
"Kinoto", 35.23, 174
"Zanahoria", 29.05, 486
"Ajo", 861.84, 104
"Lima", 1352.50, 184
"Melón", 106.14, 464
"Sandía", 49.32, 846
"Durazno", 130.07, 688
"Repollo", 2.39, 588
"Lechuga", 40.79, 783
"Uva", 641.90, 339
"Naranja", 11.45, 1120
"TomCherry", 569.06, 226
"Batata", 19.01, 1080
"Durazno", 128.46, 704
"Palta", 1119.13, 364
"Lima", 1278.77, 192
"Durazno", 189.86, 768
"Uva", 692.68, 258
"Lima", 1230.12, 210
"Batata", 24.48, 870
"Manzana", 125.77, 800
"Repollo", 2.00, 707
"Champignon", 3610.56, 91
"Lima", 1058.27, 214
"Lima", 1031.81, 182
"Lechuga", 38.64, 873
"Frutilla", 300.88, 297
"Papa", 14.84, 1070
"Limon", 315.34, 770
"Palta", 487.90, 585
"Ciruela", 962.11, 792
"Repollo", 6.74, 777
"Choclo", 44.19, 246
"TomCherry", 539.45, 160
"Durazno", 278.82, 808
"Mandarina", 17.16, 830
"Durazno", 247.08, 672
"TomCherry", 534.02, 218
"Champignon", 3739.59, 108
"Sandía", 61.42, 918
"Zuccini", 85.01, 540
"Batata", 25.82, 960
"Durazno", 183.17, 752
"Batata", 20.42, 800
"Rabanito", 236.57, 327
"Lima", 1015.99, 200
"Espárrago", 620.84, 180
"Lechuga", 37.29, 792
"Tomate", 783.26, 1053
"Lima", 1353.30, 202
"Ciruela", 987.48, 999
"Frambuesa", 1977.62, 104
"Berenjena", 61.58, 492
"Ajo", 911.78, 80
"Morrón", 3026.66, 618
"Lima", 1211.12, 164
"Alcachofa", 124.19, 321
"Naranja", 13.04, 1130
"Pera", 160.03, 800
"Palta", 501.48, 545
"Ajo", 862.18, 103
"Mandarina", 18.53, 1160
"Berenjena", 47.11, 498
"Champignon", 3577.28, 86
"Limon", 312.82, 721
"Durazno", 158.73, 936
"Papa", 19.91, 900
"Zuccini", 97.09, 642
"Lima", 1362.47, 190
"Lima", 1343.84, 190
"Champignon", 3598.63, 101
"Coliflor", 22.19, 530
"Cebolla", 69.83, 704
"Ciruela", 927.15, 720
"Palta", 1133.35, 340
"Brócoli", 371.50, 360
"Naranja", 15.89, 880
"Kinoto", 41.75, 166
"Cereza", 1028.13, 198
"Uva", 716.24, 279
"Palta", 1089.42, 376
"Palta", 472.85, 430
"Espárrago", 640.57, 196
"Manzana", 121.78, 1040
"Sandía", 57.58, 999
"Palta", 1213.05, 476
"Acelga", 22.27, 729
"Melón", 100.05, 320
"Durazno", 131.70, 784
"Cereza", 955.72, 160
"Sandía", 58.68, 819
"Berenjena", 59.50, 600
"Frutilla", 305.21, 354
"Manzana", 131.12, 960
"Kiwi", 444.14, 472
"Sandía", 58.81, 918
"Kiwi", 415.72, 480
"Limon", 316.82, 658
"Durazno", 275.80, 936
"Sandía", 63.79, 954
"Naranja", 12.63, 930
"Manzana", 129.98, 1080
"Limon", 301.35, 833
"Espárrago", 653.37, 212
"Frutilla", 302.59, 276
"Melón", 90.25, 416
"Frutilla", 280.14, 336
"Lima", 1058.79, 228
"Morrón", 2924.25, 588
"Calabaza", 25.65, 800
"Champignon", 3539.52, 81
"Apio", 62.01, 258
"Lima", 1238.34, 178
"Durazno", 168.88, 744
"Lima", 1350.98, 168
"Naranja", 13.16, 970
"Lima", 1226.84, 234
"Berenjena", 48.99, 534
"Pomelo", 57.39, 792
"Banana", 61.26, 1100
"Durazno", 238.03, 808
"Durazno", 174.55, 936
"Durazno", 162.69, 928
"Zanahoria", 24.26, 540
"Banana", 68.83, 860
"Choclo", 58.15, 273
"TomCherry", 577.45, 168
"Ajo", 942.05, 102
"Lima", 1012.66, 238
"Durazno", 246.44, 704
"Durazno", 169.73, 816
"Melón", 85.99, 364
"Pera", 124.97, 1190
"Zanahoria", 34.43, 540
"Durazno", 152.32, 760
"Durazno", 146.47, 800
"Frutilla", 315.34, 270
"Frutilla", 279.93, 297
"Calabaza", 24.98, 664
"Frutilla", 314.95, 279
"Apio", 48.88, 243
"Lima", 996.10, 238
"Manzana", 148.14, 1170
"Ciruela", 951.38, 927
"Kiwi", 415.41, 368
"Lima", 1221.89, 202
"Champignon", 3599.73, 112
"Champignon", 3656.45, 96
"Calabaza", 19.81, 920
"Tomate", 763.13, 882
"Caqui", 820.12, 101
"Zanahoria", 34.37, 678
"Brócoli", 365.75, 476
"Limon", 321.73, 791
"Higo", 2469.49, 120
"Kiwi", 397.69, 396
"Limon", 318.18, 560
"Kiwi", 443.75, 444
"Zuccini", 75.39, 696
"Champignon", 3611.95, 84
"Pepino", 40.95, 490
"Zanahoria", 30.42, 546
"Ajo", 873.22, 111
"Pepino", 45.34, 465
"Mandarina", 14.53, 1060
"Sandía", 57.55, 1053
"Rabanito", 234.40, 291
"Mandarina", 26.44, 1180
"Kinoto", 35.06, 228
"Lima", 1014.93, 210
"TomCherry", 544.15, 236
"Banana", 76.41, 1090
"Palta", 523.11, 570
"Pomelo", 43.59, 846
"Palta", 483.12, 430
"Papa", 13.69, 880
"Rabanito", 223.23, 270
"Cereza", 1025.07, 214
"Durazno", 161.24, 768
"Mandarina", 19.85, 970
"Berenjena", 56.27, 666
"Ciruela", 942.07, 1026
"Brócoli", 342.16, 336
"Repollo", 1.44, 637
"Lima", 1064.71, 194
"Frambuesa", 1961.06, 81
"Zuccini", 79.94, 564
"Banana", 59.89, 950
"Alcachofa", 120.24, 285
"Zanahoria", 25.36, 504
"Melón", 103.27, 356
"Zuccini", 86.06, 714
"Melón", 119.17, 444
"Pomelo", 36.29, 828
"Zuccini", 93.68, 480
"Berenjena", 58.44, 486
"Kinoto", 29.94, 210
"Rabanito", 226.65, 243
"Kinoto", 30.48, 192
"Palta", 487.07, 430
"Brócoli", 355.79, 420
"Melón", 100.87, 364
"Apio", 53.46, 285
"Espárrago", 618.23, 216
"Lima", 1224.84, 240
"Frutilla", 285.28, 309
"Uva", 722.17, 264
"TomCherry", 549.28, 168
"Melón", 105.14, 408
"Papa", 18.08, 1160
"TomCherry", 580.05, 230
"Durazno", 275.37, 776
"Brócoli", 324.64, 444
"Batata", 16.74, 860
"Durazno", 168.99, 960
"Ajo", 887.03, 112
"Cereza", 1003.38, 204
"Naranja", 13.78, 860
"Alcachofa", 144.45, 249
"Zanahoria", 33.08, 552
"Rabanito", 244.12, 291
"Palta", 1105.39, 352
"Papa", 14.69, 900
"Banana", 62.72, 1190
"Pera", 159.65, 850
"Uva", 746.98, 300
"Banana", 66.48, 840
"Frambuesa", 2129.77, 99
"Banana", 65.58, 1080
"Lima", 1245.38, 218
"Naranja", 12.20, 960
"Lechuga", 36.29, 1053
"Brócoli", 337.19, 348
"Batata", 12.91, 900
"Morrón", 2917.26, 678
"Cereza", 971.00, 180
"Alcachofa", 141.34, 357
"Naranja", 13.58, 1090
"Repollo", 5.24, 609
"Durazno", 141.77, 872
"Lima", 1257.85, 204
"Berenjena", 54.87, 708
"Zanahoria", 36.28, 654
"Espárrago", 590.88, 182
"Zanahoria", 42.86, 570
"Durazno", 169.55, 680
"Rabanito", 218.93, 285
"TomCherry", 558.35, 240
"Cereza", 1008.57, 186
"Repollo", 6.91, 840
"Ciruela", 973.31, 855
"Mandarina", 22.95, 820
"Caqui", 821.21, 120
"Zanahoria", 31.40, 534
"Zanahoria", 34.52, 612
"Mandarina", 19.18, 1090
"Banana", 55.47, 1160
"Zanahoria", 38.78, 522
"Papa", 21.73, 1030
"Zanahoria", 26.12, 594
"Palta", 1150.64, 364
"Zanahoria", 42.41, 660
"Pomelo", 48.94, 837
"TomCherry", 502.01, 178
"Durazno", 159.40, 648
"Berenjena", 53.07, 492
"Repollo", 3.88, 567
"Mandarina", 32.68, 890
"Repollo", 7.13, 777
"Higo", 2483.66, 108
"TomCherry", 560.74, 200
"Kiwi", 395.07, 472
"Pepino", 31.19, 550
"Acelga", 23.72, 891
"Lima", 1443.89, 184
"Cebolla", 73.50, 664
"Tomate", 744.98, 1017
"Frambuesa", 2000.23, 86
"Papa", 27.29, 930
"Naranja", 13.75, 1100
"Choclo", 50.09, 264
"Lima", 1179.26, 186
"Caqui", 858.73, 108
"Espárrago", 601.76, 220
"Tomate", 786.26, 1035
"Morrón", 2874.76, 486
"Lima", 1280.97, 172
"Acelga", 28.34, 783
"Sandía", 64.02, 873
"Lima", 1157.96, 226
"Calabaza", 26.24, 848
"Cereza", 1013.59, 184
"Champignon", 3543.65, 94
"Naranja", 9.22, 990
"Ciruela", 921.92, 909
"Mandarina", 12.88, 840
"Repollo", 4.13, 637
"Lechuga", 32.98, 783
"Caqui", 807.29, 97
"Frutilla", 307.46, 324
"Durazno", 276.88, 880
"Batata", 24.75, 800
"Lima", 1053.22, 186
"Berenjena", 64.73, 678
"Repollo", 5.50, 644
"Champignon", 3649.77, 95
"Calabaza", 31.95, 880
"Caqui", 852.92, 114
"Melón", 99.17, 368
"Mandarina", 16.91, 840
"Durazno", 160.98, 712
"Ajo", 892.44, 89
"Morrón", 3006.71, 540
"Alcachofa", 159.31, 288
"Durazno", 166.98, 640
"Mandarina", 18.28, 1040
"Zanahoria", 24.82, 552
"Frutilla", 302.19, 267
"Acelga", 16.71, 720
"Espárrago", 589.98, 166
"Uva", 728.18, 345
"Rabanito", 243.39, 258
"Ciruela", 963.67, 864
"Lima", 1206.17, 204
"Morrón", 2882.28, 600
"Apio", 48.41, 330
"Ajo", 841.17, 112
"Calabaza", 19.13, 888
"Lima", 1244.63, 234
"Alcachofa", 148.99, 285
"Frutilla", 293.57, 252
"Acelga", 20.95, 936
"Durazno", 264.69, 696
"Lima", 1373.11, 228
"Champignon", 3577.38, 84
"Espárrago", 663.49, 228
"Calabaza", 22.19, 808
"Higo", 2522.19, 102
"Choclo", 55.58, 333
"Calabaza", 15.35, 648
"Pomelo", 42.70, 972
"Naranja", 11.89, 890
"Espárrago", 622.95, 170
"Repollo", 4.39, 574
"Palta", 494.94, 445
"Mandarina", 17.63, 1200
"Repollo", 8.11, 714
"Melón", 134.01, 456
"Espárrago", 648.62, 230
"Zuccini", 77.23, 516
"Repollo", 6.23, 756
"Champignon", 3642.06, 90
"Papa", 17.89, 1110
"Repollo", 4.22, 812
"Acelga", 14.34, 1080
"Sandía", 53.00, 1044
"Kiwi", 390.08, 452
"Durazno", 278.21, 952
"Ajo", 885.63, 82
"Lima", 1014.53, 218
"Palta", 478.39, 430
"Caqui", 833.57, 96
"Zanahoria", 31.20, 708
"Choclo", 63.88, 264
"Alcachofa", 128.26, 339
"Cebolla", 63.01, 872
"Cereza", 1053.08, 208
"Lima", 1322.43, 224
"Espárrago", 579.87, 198
"Banana", 62.31, 990
"Lima", 1361.12, 174
"Limon", 338.94, 763
"Cereza", 1023.59, 218
"Frambuesa", 2031.12, 94
"Kinoto", 37.44, 186
"Morrón", 3010.83, 702
"Brócoli", 336.14, 456
"Kinoto", 34.22, 190
"Champignon", 3648.56, 98
"Ciruela", 978.54, 972
"Lima", 1350.81, 234
"Durazno", 116.68, 784
"Durazno", 179.69, 648
"Coliflor", 20.11, 495
"Palta", 1095.91, 336
"Banana", 60.29, 930
"Batata", 22.33, 970
"Cereza", 1027.31, 224
"Lechuga", 33.53, 729
"Brócoli", 358.69, 416
"Lima", 1395.04, 204
"Pera", 154.18, 1170
"Pepino", 36.78, 530
"Repollo", 6.59, 714
"Naranja", 16.78, 1140
"Pomelo", 56.77, 1062
"TomCherry", 571.32, 208
"Calabaza", 23.89, 736
"Brócoli", 318.66, 408
"Ajo", 905.62, 87
"Manzana", 140.33, 1190
"Melón", 103.08, 360
"Morrón", 2888.14, 684
"Frutilla", 299.71, 264
"Uva", 698.63, 321
"Lima", 1040.55, 188
"Higo", 2494.35, 111
"Cebolla", 72.77, 728
"Morrón", 2930.60, 630
"Lima", 1241.75, 214
"Uva", 716.40, 342
"Higo", 2586.35, 85
"Berenjena", 48.47, 552
"Pepino", 41.21, 595
"Higo", 2559.80, 105
"Apio", 50.10, 351
"Caqui", 782.35, 97
"Lima", 1094.97, 180
"Coliflor", 29.65, 405
"Frutilla", 291.09, 240
"Higo", 2489.41, 86
"Uva", 706.55, 309
"Rabanito", 225.19, 321
"Pomelo", 29.04, 810
"Mandarina", 34.63, 860
"Lima", 1231.83, 226
"Durazno", 281.32, 920
"Caqui", 849.18, 95
"Batata", 14.24, 1040
"Pera", 170.35, 1080
"Zanahoria", 26.73, 558
"Higo", 2492.99, 82
"Mandarina", 17.80, 840
"Sandía", 46.69, 774
"Coliflor", 23.39, 540
"Acelga", 24.39, 918
"Cereza", 1065.37, 192
"Zanahoria", 36.17, 594
"Pomelo", 42.09, 1062
"Repollo", 4.97, 812
"Repollo", 3.99, 756
"Frambuesa", 2001.17, 107
"Coliflor", 27.28, 540
"Lechuga", 40.90, 918
"Lima", 1343.91, 166
"Frambuesa", 2127.82, 91
"Uva", 713.42, 306
"Naranja", 19.54, 890
"Mandarina", 17.33, 1120
"Batata", 6.81, 990
"Durazno", 255.11, 832
"Durazno", 300.27, 928
"Naranja", 6.27, 930
"Frutilla", 308.00, 306
"Mandarina", 21.02, 940
"Champignon", 3527.77, 109
"Coliflor", 14.60, 425
"Kinoto", 43.66, 164
"Papa", 21.19, 850
"Alcachofa", 141.52, 342
"Repollo", 6.18, 630
"Pepino", 34.45, 475
"Alcachofa", 137.99, 294
"Lima", 1327.06, 184
"Palta", 1171.72, 408
