,S_Pedro,S_Santiago,S_Juan,S_Andrés,S_Bartolomé,S_Tiago,S_Isca,S_Tadeo,S_Mateo,S_Felipe,S_Simón,S_Tomás
2020-09-23 14:17:00,-1.3888888888888888,-2.1666666666666665,-0.7222222222222222,-1.6666666666666667,-0.16666666666666666,-0.05555555555555555,3.4444444444444446,-0.2777777777777778,1.7777777777777777,0.3333333333333333,2.0,-1.2777777777777777
2020-09-23 14:18:00,-1.5263157894736843,-2.1578947368421053,-0.8947368421052632,-1.631578947368421,-0.15789473684210525,-0.10526315789473684,3.526315789473684,-0.42105263157894735,2.0,0.3684210526315789,2.1052631578947367,-1.3157894736842106
2020-09-23 14:19:00,-1.7,-2.2,-1.0,-1.65,-0.1,-0.15,3.6,-0.6,2.15,0.35,2.25,-1.35
2020-09-23 14:20:00,-1.9047619047619047,-2.1904761904761907,-1.0476190476190477,-1.6666666666666667,-0.09523809523809523,-0.23809523809523808,3.6666666666666665,-0.8095238095238095,2.2857142857142856,0.38095238095238093,2.380952380952381,-1.4285714285714286
2020-09-23 14:21:00,-2.1363636363636362,-2.1363636363636362,-1.0454545454545454,-1.6363636363636365,-0.045454545454545456,-0.2727272727272727,3.772727272727273,-0.9545454545454546,2.4545454545454546,0.36363636363636365,2.5454545454545454,-1.5
2020-09-23 14:22:00,-2.391304347826087,-2.130434782608696,-1.0,-1.565217391304348,0.043478260869565216,-0.2608695652173913,3.8260869565217392,-1.0434782608695652,2.652173913043478,0.391304347826087,2.6956521739130435,-1.565217391304348
2020-09-23 14:23:00,-2.6666666666666665,-2.1666666666666665,-0.9583333333333334,-1.5,0.16666666666666666,-0.25,3.8333333333333335,-1.125,2.875,0.4583333333333333,2.875,-1.5833333333333333
2020-09-23 14:24:00,-2.96,-2.24,-0.88,-1.48,0.24,-0.2,3.84,-1.24,3.12,0.48,3.08,-1.56
2020-09-23 14:25:00,-3.1923076923076925,-2.269230769230769,-0.8461538461538461,-1.5,0.3076923076923077,-0.15384615384615385,3.8846153846153846,-1.3461538461538463,3.3076923076923075,0.46153846153846156,3.230769230769231,-1.5
2020-09-23 14:26:00,-3.4444444444444446,-2.2962962962962963,-0.8518518518518519,-1.4814814814814814,0.37037037037037035,-0.07407407407407407,3.888888888888889,-1.4814814814814814,3.4444444444444446,0.4444444444444444,3.3333333333333335,-1.4814814814814814
2020-09-23 14:27:00,-3.642857142857143,-2.2857142857142856,-0.8214285714285714,-1.5,0.4642857142857143,0.03571428571428571,3.9285714285714284,-1.6071428571428572,3.607142857142857,0.42857142857142855,3.4285714285714284,-1.5
2020-09-23 14:28:00,-3.793103448275862,-2.2413793103448274,-0.7931034482758621,-1.5517241379310345,0.5172413793103449,0.1724137931034483,3.9655172413793105,-1.7586206896551724,3.7586206896551726,0.3793103448275862,3.4827586206896552,-1.4827586206896552
2020-09-23 14:29:00,-3.9,-2.2,-0.7333333333333333,-1.6333333333333333,0.6,0.26666666666666666,4.0,-1.9333333333333333,3.933333333333333,0.36666666666666664,3.533333333333333,-1.4666666666666666
2020-09-23 14:30:00,-4.0,-2.161290322580645,-0.6451612903225806,-1.7096774193548387,0.6451612903225806,0.3548387096774194,4.0,-2.064516129032258,4.129032258064516,0.3548387096774194,3.5483870967741935,-1.4193548387096775
2020-09-23 14:31:00,-4.125,-2.09375,-0.53125,-1.75,0.6875,0.4375,4.0,-2.15625,4.34375,0.3125,3.59375,-1.375
2020-09-23 14:32:00,-4.242424242424242,-2.0303030303030303,-0.3939393939393939,-1.7878787878787878,0.696969696969697,0.48484848484848486,3.9696969696969697,-2.272727272727273,4.545454545454546,0.30303030303030304,3.6363636363636362,-1.3333333333333333
2020-09-23 14:33:00,-4.352941176470588,-1.9705882352941178,-0.2647058823529412,-1.8529411764705883,0.7352941176470589,0.5294117647058824,3.9705882352941178,-2.3823529411764706,4.764705882352941,0.29411764705882354,3.676470588235294,-1.2647058823529411
2020-09-23 14:34:00,-4.457142857142857,-1.9142857142857144,-0.14285714285714285,-1.8857142857142857,0.8,0.6,3.9714285714285715,-2.4857142857142858,4.9714285714285715,0.2571428571428571,3.742857142857143,-1.2285714285714286
2020-09-23 14:35:00,-4.555555555555555,-1.8333333333333333,-0.027777777777777776,-1.8888888888888888,0.8888888888888888,0.6944444444444444,3.9722222222222223,-2.5555555555555554,5.194444444444445,0.19444444444444445,3.8333333333333335,-1.1666666666666667
2020-09-23 14:36:00,-4.675675675675675,-1.7567567567567568,0.05405405405405406,-1.9189189189189189,0.9459459459459459,0.8108108108108109,3.945945945945946,-2.6216216216216215,5.4324324324324325,0.16216216216216217,3.918918918918919,-1.0810810810810811
2020-09-23 14:37:00,-4.815789473684211,-1.6842105263157894,0.13157894736842105,-1.9210526315789473,1.0,0.8947368421052632,3.8947368421052633,-2.6842105263157894,5.657894736842105,0.15789473684210525,3.973684210526316,-1.0
2020-09-23 14:38:00,-4.948717948717949,-1.6153846153846154,0.1794871794871795,-1.9230769230769231,1.0769230769230769,0.9743589743589743,3.8461538461538463,-2.7435897435897436,5.897435897435898,0.1282051282051282,4.051282051282051,-0.9487179487179487
2020-09-23 14:39:00,-5.1,-1.55,0.2,-1.9,1.125,1.075,3.825,-2.775,6.125,0.125,4.125,-0.925
2020-09-23 14:40:00,-5.2439024390243905,-1.5121951219512195,0.24390243902439024,-1.9024390243902438,1.170731707317073,1.1951219512195121,3.8048780487804876,-2.8292682926829267,6.365853658536586,0.14634146341463414,4.170731707317073,-0.926829268292683
2020-09-23 14:41:00,-5.404761904761905,-1.5,0.2857142857142857,-1.9047619047619047,1.2380952380952381,1.3095238095238095,3.7857142857142856,-2.9047619047619047,6.571428571428571,0.14285714285714285,4.214285714285714,-0.9523809523809523
2020-09-23 14:42:00,-5.534883720930233,-1.4651162790697674,0.32558139534883723,-1.930232558139535,1.3255813953488371,1.441860465116279,3.7674418604651163,-2.953488372093023,6.767441860465116,0.13953488372093023,4.232558139534884,-1.0
2020-09-23 14:43:00,-5.681818181818182,-1.4318181818181819,0.38636363636363635,-1.9318181818181819,1.4090909090909092,1.5909090909090908,3.727272727272727,-2.977272727272727,6.931818181818182,0.1590909090909091,4.25,-1.0454545454545454
2020-09-23 14:44:00,-5.822222222222222,-1.4222222222222223,0.4444444444444444,-1.9111111111111112,1.488888888888889,1.7333333333333334,3.688888888888889,-2.977777777777778,7.111111111111111,0.17777777777777778,4.266666666666667,-1.0666666666666667
2020-09-23 14:45:00,-6.066666666666666,-1.4444444444444444,0.4666666666666667,-1.9333333333333333,1.6222222222222222,1.9555555555555555,3.688888888888889,-3.0444444444444443,7.466666666666667,0.24444444444444444,4.377777777777778,-1.0888888888888888
2020-09-23 14:46:00,-6.311111111111111,-1.4444444444444444,0.5111111111111111,-1.9555555555555555,1.7555555555555555,2.1777777777777776,3.6666666666666665,-3.1333333333333333,7.8,0.28888888888888886,4.511111111111111,-1.1333333333333333
2020-09-23 14:47:00,-6.5777777777777775,-1.4666666666666666,0.5333333333333333,-1.9555555555555555,1.8666666666666667,2.3555555555555556,3.6,-3.2444444444444445,8.11111111111111,0.28888888888888886,4.666666666666667,-1.1777777777777778
2020-09-23 14:48:00,-6.866666666666666,-1.488888888888889,0.5111111111111111,-1.9111111111111112,1.9777777777777779,2.511111111111111,3.5555555555555554,-3.3333333333333335,8.377777777777778,0.24444444444444444,4.777777777777778,-1.2
2020-09-23 14:49:00,-7.133333333333334,-1.4666666666666666,0.4888888888888889,-1.9111111111111112,2.088888888888889,2.6444444444444444,3.511111111111111,-3.466666666666667,8.622222222222222,0.24444444444444444,4.866666666666666,-1.2444444444444445
2020-09-23 14:50:00,-7.4222222222222225,-1.4,0.4888888888888889,-1.9333333333333333,2.1777777777777776,2.7777777777777777,3.422222222222222,-3.6222222222222222,8.866666666666667,0.24444444444444444,4.955555555555556,-1.288888888888889
2020-09-23 14:51:00,-7.688888888888889,-1.3111111111111111,0.4888888888888889,-1.9333333333333333,2.2888888888888888,2.933333333333333,3.311111111111111,-3.8222222222222224,9.155555555555555,0.26666666666666666,5.0,-1.3555555555555556
2020-09-23 14:52:00,-7.955555555555556,-1.1777777777777778,0.4444444444444444,-1.9333333333333333,2.3777777777777778,3.088888888888889,3.2,-4.0,9.466666666666667,0.3111111111111111,5.0,-1.4
2020-09-23 14:53:00,-8.222222222222221,-1.0444444444444445,0.4,-1.9333333333333333,2.4444444444444446,3.2222222222222223,3.0444444444444443,-4.177777777777778,9.755555555555556,0.3333333333333333,5.022222222222222,-1.4444444444444444
2020-09-23 14:54:00,-8.488888888888889,-0.9555555555555556,0.4,-1.9555555555555555,2.466666666666667,3.311111111111111,2.933333333333333,-4.333333333333333,10.0,0.35555555555555557,5.022222222222222,-1.488888888888889
2020-09-23 14:55:00,-8.733333333333333,-0.8666666666666667,0.4,-1.9333333333333333,2.4444444444444446,3.4444444444444446,2.8444444444444446,-4.466666666666667,10.244444444444444,0.3333333333333333,5.022222222222222,-1.488888888888889
2020-09-23 14:56:00,-8.977777777777778,-0.7555555555555555,0.4,-1.9111111111111112,2.4444444444444446,3.533333333333333,2.7333333333333334,-4.555555555555555,10.511111111111111,0.3111111111111111,5.066666666666666,-1.5333333333333334
2020-09-23 14:57:00,-9.177777777777777,-0.6666666666666666,0.4222222222222222,-1.8888888888888888,2.4444444444444446,3.6444444444444444,2.6,-4.6,10.755555555555556,0.28888888888888886,5.133333333333334,-1.5777777777777777
2020-09-23 14:58:00,-9.333333333333334,-0.6,0.4444444444444444,-1.9111111111111112,2.4,3.8,2.466666666666667,-4.688888888888889,10.955555555555556,0.26666666666666666,5.2,-1.6
2020-09-23 14:59:00,-9.444444444444445,-0.5555555555555556,0.4888888888888889,-1.9555555555555555,2.3333333333333335,3.933333333333333,2.3333333333333335,-4.7555555555555555,11.2,0.2222222222222222,5.311111111111111,-1.5777777777777777
2020-09-23 15:00:00,-9.533333333333333,-0.4888888888888889,0.5111111111111111,-2.0,2.2222222222222223,4.022222222222222,2.2,-4.777777777777778,11.444444444444445,0.2,5.4222222222222225,-1.511111111111111
2020-09-23 15:01:00,-9.6,-0.4,0.5333333333333333,-2.0444444444444443,2.111111111111111,4.111111111111111,2.066666666666667,-4.777777777777778,11.71111111111111,0.17777777777777778,5.555555555555555,-1.4666666666666666
2020-09-23 15:02:00,-9.71111111111111,-0.3111111111111111,0.5333333333333333,-2.1333333333333333,2.022222222222222,4.222222222222222,1.9555555555555555,-4.7555555555555555,11.955555555555556,0.15555555555555556,5.688888888888889,-1.4222222222222223
2020-09-23 15:03:00,-9.8,-0.17777777777777778,0.5555555555555556,-2.1777777777777776,1.9555555555555555,4.333333333333333,1.8666666666666667,-4.711111111111111,12.177777777777777,0.08888888888888889,5.8,-1.3777777777777778
2020-09-23 15:04:00,-9.866666666666667,-0.022222222222222223,0.5777777777777777,-2.2222222222222223,1.8444444444444446,4.444444444444445,1.7777777777777777,-4.666666666666667,12.444444444444445,0.06666666666666667,5.866666666666666,-1.3333333333333333
2020-09-23 15:05:00,-9.88888888888889,0.1111111111111111,0.5777777777777777,-2.2666666666666666,1.7333333333333334,4.555555555555555,1.6888888888888889,-4.5777777777777775,12.71111111111111,0.022222222222222223,5.955555555555556,-1.2666666666666666
2020-09-23 15:06:00,-9.866666666666667,0.24444444444444444,0.5777777777777777,-2.311111111111111,1.5777777777777777,4.666666666666667,1.5777777777777777,-4.533333333333333,12.933333333333334,0.0,6.0,-1.2222222222222223
2020-09-23 15:07:00,-9.8,0.4222222222222222,0.5555555555555556,-2.4,1.4222222222222223,4.777777777777778,1.488888888888889,-4.488888888888889,13.155555555555555,-0.022222222222222223,6.022222222222222,-1.1555555555555554
2020-09-23 15:08:00,-9.688888888888888,0.6,0.5555555555555556,-2.511111111111111,1.2444444444444445,4.888888888888889,1.4222222222222223,-4.444444444444445,13.333333333333334,-0.08888888888888889,6.044444444444444,-1.1111111111111112
2020-09-23 15:09:00,-9.533333333333333,0.8,0.5555555555555556,-2.6222222222222222,1.1111111111111112,5.0,1.3333333333333333,-4.355555555555555,13.488888888888889,-0.15555555555555556,6.044444444444444,-1.0888888888888888
2020-09-23 15:10:00,-9.4,0.9555555555555556,0.5555555555555556,-2.688888888888889,0.9555555555555556,5.088888888888889,1.2,-4.2444444444444445,13.644444444444444,-0.2,6.066666666666666,-1.0888888888888888
2020-09-23 15:11:00,-9.266666666666667,1.1111111111111112,0.5777777777777777,-2.7777777777777777,0.8222222222222222,5.155555555555556,1.0666666666666667,-4.133333333333334,13.8,-0.2222222222222222,6.133333333333334,-1.0666666666666667
2020-09-23 15:12:00,-9.177777777777777,1.2444444444444445,0.5777777777777777,-2.8222222222222224,0.6444444444444445,5.177777777777778,0.9333333333333333,-4.022222222222222,13.933333333333334,-0.24444444444444444,6.222222222222222,-1.0444444444444445
2020-09-23 15:13:00,-9.088888888888889,1.3777777777777778,0.5777777777777777,-2.8666666666666667,0.4666666666666667,5.2,0.8222222222222222,-3.888888888888889,14.044444444444444,-0.26666666666666666,6.355555555555555,-1.0222222222222221
2020-09-23 15:14:00,-9.044444444444444,1.511111111111111,0.5333333333333333,-2.8666666666666667,0.24444444444444444,5.2444444444444445,0.6888888888888889,-3.7555555555555555,14.155555555555555,-0.3333333333333333,6.511111111111111,-1.0222222222222221
2020-09-23 15:15:00,-9.022222222222222,1.6222222222222222,0.4666666666666667,-2.8444444444444446,0.044444444444444446,5.288888888888889,0.5777777777777777,-3.6666666666666665,14.244444444444444,-0.4,6.666666666666667,-1.0222222222222221
2020-09-23 15:16:00,-9.0,1.6888888888888889,0.37777777777777777,-2.8666666666666667,-0.13333333333333333,5.333333333333333,0.4888888888888889,-3.6222222222222222,14.333333333333334,-0.4666666666666667,6.8,-1.0222222222222221
2020-09-23 15:17:00,-8.955555555555556,1.7555555555555555,0.28888888888888886,-2.8666666666666667,-0.3111111111111111,5.4,0.4222222222222222,-3.577777777777778,14.4,-0.5777777777777777,6.955555555555556,-1.0222222222222221
2020-09-23 15:18:00,-8.88888888888889,1.8222222222222222,0.2222222222222222,-2.8666666666666667,-0.5333333333333333,5.488888888888889,0.35555555555555557,-3.533333333333333,14.466666666666667,-0.6666666666666666,7.088888888888889,-1.0444444444444445
2020-09-23 15:19:00,-8.844444444444445,1.8666666666666667,0.15555555555555556,-2.888888888888889,-0.7777777777777778,5.5777777777777775,0.26666666666666666,-3.488888888888889,14.511111111111111,-0.7111111111111111,7.2,-1.0222222222222221
2020-09-23 15:20:00,-8.822222222222223,1.8888888888888888,0.06666666666666667,-2.911111111111111,-1.0444444444444445,5.644444444444445,0.2,-3.466666666666667,14.533333333333333,-0.7333333333333333,7.288888888888889,-1.0
2020-09-23 15:21:00,-8.777777777777779,1.9111111111111112,0.0,-2.911111111111111,-1.2666666666666666,5.666666666666667,0.15555555555555556,-3.466666666666667,14.511111111111111,-0.7777777777777778,7.355555555555555,-1.0
2020-09-23 15:22:00,-8.733333333333333,1.9333333333333333,-0.044444444444444446,-2.9555555555555557,-1.488888888888889,5.688888888888889,0.15555555555555556,-3.4444444444444446,14.511111111111111,-0.8666666666666667,7.444444444444445,-0.9777777777777777
2020-09-23 15:23:00,-8.688888888888888,1.9333333333333333,-0.044444444444444446,-3.0,-1.7333333333333334,5.688888888888889,0.17777777777777778,-3.4,14.466666666666667,-0.9111111111111111,7.488888888888889,-0.9111111111111111
2020-09-23 15:24:00,-8.644444444444444,1.9333333333333333,-0.044444444444444446,-3.0444444444444443,-1.9333333333333333,5.688888888888889,0.15555555555555556,-3.3555555555555556,14.422222222222222,-1.0,7.555555555555555,-0.8444444444444444
2020-09-23 15:25:00,-8.577777777777778,1.9333333333333333,-0.08888888888888889,-3.088888888888889,-2.1333333333333333,5.644444444444445,0.15555555555555556,-3.2888888888888888,14.333333333333334,-1.0888888888888888,7.622222222222222,-0.7777777777777778
2020-09-23 15:26:00,-8.488888888888889,1.9333333333333333,-0.15555555555555556,-3.111111111111111,-2.3333333333333335,5.622222222222222,0.17777777777777778,-3.1777777777777776,14.266666666666667,-1.1333333333333333,7.666666666666667,-0.6888888888888889
2020-09-23 15:27:00,-8.422222222222222,1.9333333333333333,-0.2,-3.111111111111111,-2.5555555555555554,5.5777777777777775,0.2222222222222222,-3.088888888888889,14.2,-1.2,7.711111111111111,-0.5777777777777777
2020-09-23 15:28:00,-8.333333333333334,1.9111111111111112,-0.28888888888888886,-3.1555555555555554,-2.7555555555555555,5.488888888888889,0.3111111111111111,-3.0444444444444443,14.133333333333333,-1.2666666666666666,7.777777777777778,-0.4666666666666667
2020-09-23 15:29:00,-8.244444444444444,1.8888888888888888,-0.35555555555555557,-3.2222222222222223,-2.933333333333333,5.4,0.4,-3.0444444444444443,14.066666666666666,-1.3111111111111111,7.844444444444444,-0.35555555555555557
2020-09-23 15:30:00,-8.177777777777777,1.8888888888888888,-0.37777777777777777,-3.2666666666666666,-3.111111111111111,5.266666666666667,0.5333333333333333,-3.0444444444444443,13.955555555555556,-1.4,7.888888888888889,-0.26666666666666666
2020-09-23 15:31:00,-8.155555555555555,1.8888888888888888,-0.4222222222222222,-3.311111111111111,-3.2888888888888888,5.133333333333334,0.6888888888888889,-3.022222222222222,13.88888888888889,-1.4666666666666666,7.911111111111111,-0.15555555555555556
2020-09-23 15:32:00,-8.155555555555555,1.8888888888888888,-0.4222222222222222,-3.3777777777777778,-3.4444444444444446,5.022222222222222,0.8888888888888888,-3.022222222222222,13.822222222222223,-1.488888888888889,7.955555555555556,0.0
2020-09-23 15:33:00,-8.11111111111111,1.8888888888888888,-0.4,-3.488888888888889,-3.577777777777778,4.933333333333334,1.0888888888888888,-3.0444444444444443,13.8,-1.511111111111111,8.022222222222222,0.15555555555555556
2020-09-23 15:34:00,-8.044444444444444,1.8666666666666667,-0.3333333333333333,-3.6,-3.7333333333333334,4.822222222222222,1.3111111111111111,-3.022222222222222,13.8,-1.5333333333333334,8.088888888888889,0.28888888888888886
2020-09-23 15:35:00,-7.977777777777778,1.8,-0.3111111111111111,-3.688888888888889,-3.8444444444444446,4.733333333333333,1.5333333333333334,-3.022222222222222,13.844444444444445,-1.5333333333333334,8.177777777777777,0.4222222222222222
2020-09-23 15:36:00,-7.933333333333334,1.7333333333333334,-0.28888888888888886,-3.7777777777777777,-3.977777777777778,4.622222222222222,1.7555555555555555,-3.022222222222222,13.866666666666667,-1.5555555555555556,8.311111111111112,0.5777777777777777
2020-09-23 15:37:00,-7.844444444444444,1.6444444444444444,-0.26666666666666666,-3.8444444444444446,-4.111111111111111,4.488888888888889,2.0,-3.0444444444444443,13.88888888888889,-1.6,8.488888888888889,0.7111111111111111
2020-09-23 15:38:00,-7.733333333333333,1.511111111111111,-0.26666666666666666,-3.911111111111111,-4.222222222222222,4.355555555555555,2.2444444444444445,-3.066666666666667,13.911111111111111,-1.6222222222222222,8.622222222222222,0.8444444444444444
2020-09-23 15:39:00,-7.6,1.4222222222222223,-0.28888888888888886,-3.977777777777778,-4.311111111111111,4.2444444444444445,2.4444444444444446,-3.088888888888889,13.977777777777778,-1.6444444444444444,8.755555555555556,0.9777777777777777
2020-09-23 15:40:00,-7.444444444444445,1.3333333333333333,-0.3111111111111111,-4.088888888888889,-4.377777777777778,4.088888888888889,2.6444444444444444,-3.1555555555555554,14.022222222222222,-1.6444444444444444,8.933333333333334,1.0666666666666667
2020-09-23 15:41:00,-7.288888888888889,1.2222222222222223,-0.3333333333333333,-4.2444444444444445,-4.466666666666667,3.977777777777778,2.8444444444444446,-3.2666666666666666,14.044444444444444,-1.6222222222222222,9.088888888888889,1.1777777777777778
2020-09-23 15:42:00,-7.155555555555556,1.1333333333333333,-0.4,-4.355555555555555,-4.533333333333333,3.8666666666666667,3.066666666666667,-3.4,14.044444444444444,-1.6,9.244444444444444,1.3111111111111111
2020-09-23 15:43:00,-7.044444444444444,1.0444444444444445,-0.4222222222222222,-4.444444444444445,-4.6,3.7555555555555555,3.2666666666666666,-3.488888888888889,14.066666666666666,-1.5333333333333334,9.355555555555556,1.4
2020-09-23 15:44:00,-6.933333333333334,1.0,-0.4666666666666667,-4.533333333333333,-4.644444444444445,3.688888888888889,3.466666666666667,-3.577777777777778,14.088888888888889,-1.4444444444444444,9.422222222222222,1.4444444444444444
2020-09-23 15:45:00,-6.822222222222222,0.9333333333333333,-0.4666666666666667,-4.5777777777777775,-4.644444444444445,3.6222222222222222,3.7111111111111112,-3.688888888888889,14.11111111111111,-1.3555555555555556,9.488888888888889,1.4666666666666666
2020-09-23 15:46:00,-6.733333333333333,0.8444444444444444,-0.4222222222222222,-4.666666666666667,-4.644444444444445,3.5555555555555554,3.9555555555555557,-3.8,14.133333333333333,-1.2666666666666666,9.511111111111111,1.4666666666666666
2020-09-23 15:47:00,-6.622222222222222,0.7333333333333333,-0.35555555555555557,-4.7555555555555555,-4.644444444444445,3.488888888888889,4.155555555555556,-3.888888888888889,14.177777777777777,-1.1777777777777778,9.533333333333333,1.4444444444444444
2020-09-23 15:48:00,-6.555555555555555,0.5777777777777777,-0.3111111111111111,-4.888888888888889,-4.688888888888889,3.422222222222222,4.355555555555555,-4.0,14.2,-1.0666666666666667,9.6,1.4444444444444444
2020-09-23 15:49:00,-6.466666666666667,0.4222222222222222,-0.26666666666666666,-4.977777777777778,-4.711111111111111,3.3333333333333335,4.533333333333333,-4.111111111111111,14.177777777777777,-0.9777777777777777,9.666666666666666,1.4666666666666666
2020-09-23 15:50:00,-6.377777777777778,0.26666666666666666,-0.24444444444444444,-5.066666666666666,-4.733333333333333,3.2888888888888888,4.711111111111111,-4.222222222222222,14.133333333333333,-0.8888888888888888,9.688888888888888,1.4666666666666666
2020-09-23 15:51:00,-6.311111111111111,0.08888888888888889,-0.2222222222222222,-5.177777777777778,-4.733333333333333,3.2,4.888888888888889,-4.288888888888889,14.133333333333333,-0.8222222222222222,9.71111111111111,1.511111111111111
2020-09-23 15:52:00,-6.2444444444444445,-0.13333333333333333,-0.2222222222222222,-5.288888888888889,-4.733333333333333,3.111111111111111,5.044444444444444,-4.4,14.133333333333333,-0.8,9.733333333333333,1.511111111111111
2020-09-23 15:53:00,-6.2,-0.3111111111111111,-0.26666666666666666,-5.377777777777778,-4.733333333333333,3.022222222222222,5.222222222222222,-4.533333333333333,14.133333333333333,-0.7555555555555555,9.71111111111111,1.5333333333333334
2020-09-23 15:54:00,-6.2,-0.5111111111111111,-0.35555555555555557,-5.4222222222222225,-4.7555555555555555,2.888888888888889,5.4222222222222225,-4.688888888888889,14.155555555555555,-0.6666666666666666,9.688888888888888,1.5777777777777777
2020-09-23 15:55:00,-6.177777777777778,-0.6666666666666666,-0.4,-5.466666666666667,-4.7555555555555555,2.7777777777777777,5.622222222222222,-4.888888888888889,14.222222222222221,-0.5555555555555556,9.688888888888888,1.6
2020-09-23 15:56:00,-6.111111111111111,-0.8,-0.4222222222222222,-5.488888888888889,-4.777777777777778,2.688888888888889,5.844444444444444,-5.088888888888889,14.28888888888889,-0.4444444444444444,9.666666666666666,1.6222222222222222
2020-09-23 15:57:00,-6.044444444444444,-0.9555555555555556,-0.4222222222222222,-5.555555555555555,-4.777777777777778,2.6444444444444444,6.022222222222222,-5.288888888888889,14.377777777777778,-0.3333333333333333,9.644444444444444,1.6666666666666667
2020-09-23 15:58:00,-5.977777777777778,-1.1333333333333333,-0.4,-5.622222222222222,-4.777777777777778,2.5555555555555554,6.155555555555556,-5.511111111111111,14.466666666666667,-0.2222222222222222,9.577777777777778,1.711111111111111
2020-09-23 15:59:00,-5.888888888888889,-1.288888888888889,-0.35555555555555557,-5.711111111111111,-4.7555555555555555,2.466666666666667,6.311111111111111,-5.733333333333333,14.511111111111111,-0.08888888888888889,9.466666666666667,1.7777777777777777
2020-09-23 16:00:00,-5.777777777777778,-1.4222222222222223,-0.28888888888888886,-5.822222222222222,-4.733333333333333,2.3555555555555556,6.466666666666667,-5.911111111111111,14.555555555555555,0.044444444444444446,9.355555555555556,1.8222222222222222
2020-09-23 16:01:00,-5.666666666666667,-1.511111111111111,-0.2,-5.933333333333334,-4.733333333333333,2.2666666666666666,6.6,-6.066666666666666,14.6,0.2,9.266666666666667,1.8444444444444446
2020-09-23 16:02:00,-5.5777777777777775,-1.5777777777777777,-0.15555555555555556,-6.066666666666666,-4.688888888888889,2.1777777777777776,6.7555555555555555,-6.222222222222222,14.666666666666666,0.35555555555555557,9.177777777777777,1.8444444444444446
